custid,policystartd,policyendd,gender,age,ptype,vclass,vcolor,vmaker,product
ID_8CLFKXK,1/14/10,1/13/11,Male,51,1,Saloon,Brown,TOYOTA,Car Classic
ID_8CMPRYW,1/1/10,12/31/10,Male,51,3,JEEP,Black,TOYOTA,Customized Motor
ID_8CODHHS,2/11/10,2/10/11,Male,31,1,Saloon,,TOYOTA,CarSafe
ID_8COUUVJ,3/6/10,3/4/11,Male,46,1,,As Attached,Honda,Car Classic
ID_8CP81AH,11/1/10,10/30/11,Male,36,2,,,,CarSafe
ID_8CP9Q3F,12/27/10,12/26/11,Joint Gender,40,1,,,,CarSafe
ID_8D3XM09,9/23/10,9/22/11,Male,43,1,,,,CarSafe
ID_8D4VPQD,9/14/10,9/13/11,Male,41,3,Saloon,,TOYOTA,Car Classic
ID_8D79352,9/26/10,9/25/11,,43,1,,,,Car Classic
ID_8DCLY9J,2/13/10,2/12/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_8DLRZCB,1/8/10,1/8/11,Male,37,1,JEEP,Gold,Lexus,Car Classic
ID_8DM9CP2,11/19/10,11/18/11,Male,41,1,,,,CarSafe
ID_8E49KFK,2/3/10,2/2/11,Female,39,1,JEEP,,Nissan,CarSafe
ID_8E9VVSQ,10/16/10,10/15/11,Male,40,1,,,,CarSafe
ID_8EE2HIV,1/20/10,1/19/11,Male,57,1,Saloon,Black,TOYOTA,CarSafe
ID_8EJ2HSL,11/25/10,11/24/11,Male,50,2,,,,Car Classic
ID_8EK3KEB,5/10/10,5/9/11,Female,34,1,Saloon,Grey,TOYOTA,Car Classic
ID_8EKE9Z4,3/27/10,3/26/11,Female,41,1,Saloon,,TOYOTA,CarSafe
ID_8EL68EA,6/17/10,6/16/11,Male,37,1,Saloon,,Volvo,CarSafe
ID_8EOPHQY,7/10/10,7/9/11,Male,53,1,Saloon,Black,TOYOTA,Car Classic
ID_8EPCJFU,2/21/10,2/20/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_8EQBK6I,9/9/10,4/29/11,Male,45,2,Saloon,Black,TOYOTA,Car Classic
ID_8FCB72T,6/13/10,6/12/11,Male,34,1,Saloon,As Attached,Audi,Car Classic
ID_8FGID9P,9/2/10,9/1/11,Male,30,1,,,,CarSafe
ID_8FHZVKQ,4/26/10,4/25/11,Female,61,2,Saloon,,TOYOTA,CarSafe
ID_8FIFHQ0,1/25/10,1/24/11,Male,37,2,JEEP,Brown,TOYOTA,Car Classic
ID_8FK4ZXV,11/13/10,9/21/11,Male,50,2,,,,Car Classic
ID_8FKOGS3,7/31/10,7/30/11,Male,84,2,Saloon,Black,TOYOTA,Car Classic
ID_8FLB1VE,3/19/10,3/18/11,Male,35,1,Bus,,Fiat,CVTP
ID_8FNVR9O,5/22/10,5/21/11,Female,29,1,JEEP,Black,TOYOTA,Car Classic
ID_8FPFZ8Y,6/25/10,6/24/11,Female,54,1,Saloon,Silver,TOYOTA,Car Classic
ID_8FUXDFP,4/18/10,4/17/11,NO GENDER,39,3,,,,Muuve
ID_8FWTQ1N,9/30/10,9/29/11,Male,37,1,,,,Car Classic
ID_8G09KCM,6/7/10,6/6/11,Male,34,1,Saloon,Black,TOYOTA,Car Classic
ID_8G0S3PD,5/23/10,5/22/11,Male,53,1,Saloon,Black,TOYOTA,Car Classic
ID_8G6XZZJ,2/13/10,2/12/11,Female,1,1,Saloon,As Attached,TOYOTA,Car Classic
ID_8GAKU1Z,11/26/10,11/25/11,Male,41,1,,,,CarSafe
ID_8GBHSC0,4/30/10,4/29/11,Male,43,2,JEEP,Green,Mercedes,Car Classic
ID_8GTNSPB,7/31/10,7/30/11,Male,12,2,JEEP,,Honda,Customized Motor
ID_8GWMRI6,9/27/10,9/26/11,Female,46,1,JEEP,,TOYOTA,Car Classic
ID_8H74USN,7/4/10,7/3/11,,20,1,Truck,Blue,Mercedes,CVTP
ID_8HMOHJH,4/11/10,3/10/11,Male,28,1,,Silver,TOYOTA,Car Classic
ID_8HOK6HZ,9/16/10,4/21/11,Male,43,1,,,,Car Classic
ID_8HX3JLJ,4/10/10,3/28/11,Male,31,1,Saloon,Blue,TOYOTA,Car Classic
ID_8I4FXNW,4/30/10,3/1/11,Male,37,1,Saloon,,TOYOTA,Car Classic
ID_8I8USAY,12/10/10,12/2/11,Male,43,2,Saloon,Black,Peugeot,Car Classic
ID_8IIIHRC,9/11/10,9/10/11,Male,37,1,,,,Car Classic
ID_8INR6DB,3/14/10,3/13/11,NOT STATED,51,1,Saloon,,TOYOTA,CarSafe
ID_8IRHGTT,1/11/10,1/10/11,Male,44,2,Saloon,,Hyundai,Car Classic
ID_8IS3A1U,1/27/10,1/26/11,Male,51,1,Saloon,,Kia,Car Classic
ID_8IZRGSG,11/16/10,11/15/11,Male,33,1,Saloon,,TOYOTA,Car Classic
ID_8J23WN1,9/4/10,9/3/11,Female,50,1,Saloon,Silver,Hyundai,Car Classic
ID_8J3HU94,3/24/10,3/23/11,Female,34,1,JEEP,Black,Hyundai,Car Plus
ID_8JCFFH9,4/5/10,4/4/11,Male,40,1,Saloon,Black,TOYOTA,Car Plus
ID_8JQG0U5,2/5/10,2/4/11,Male,34,1,JEEP,Black,Ford,Car Classic
ID_8JSQB8W,2/1/10,1/31/11,NOT STATED,45,1,Bus,,Volvo,CVTP
ID_8JUWEQS,11/21/10,11/20/11,Male,31,1,,,,Car Classic
ID_8JVMNL5,5/3/10,1/3/11,Male,58,1,Saloon,Blue,TOYOTA,Car Classic
ID_8K1P1EV,4/24/10,4/23/11,Male,43,2,Saloon,As Attached,TOYOTA,Car Classic
ID_8K2J1RS,11/27/10,11/26/11,Male,39,1,,,,Car Plus
ID_8K3XJ81,4/10/10,4/9/11,Male,39,1,Saloon,,Opel,CarSafe
ID_8K547F5,6/23/10,6/22/11,Male,50,6,Saloon,Black,Hyundai,Customized Motor
ID_8KA4D0E,1/11/10,1/10/11,Male,43,1,Shape Of Vehicle Chasis,Black,TOYOTA,Car Classic
ID_8KACGSR,8/29/10,8/28/11,Male,32,1,Saloon,,TOYOTA,CarSafe
ID_8KBIIXA,7/18/10,7/17/11,Female,36,1,,,TOYOTA,Car Classic
ID_8KGBRBL,1/21/10,1/5/11,,20,3,JEEP,As Attached,Lexus,Customized Motor
ID_8KK42Q7,1/29/10,1/28/11,Female,50,1,Saloon,,TOYOTA,CarSafe
ID_8KLBXZ5,7/5/10,7/4/11,Male,36,1,Saloon,Blue,TOYOTA,Car Classic
ID_8KLHL7U,12/11/10,5/23/11,Male,35,1,Saloon,,TOYOTA,Car Classic
ID_8KN65HY,11/4/10,3/15/11,Male,46,4,Saloon,Black,Honda,Customized Motor
ID_8KO0NEY,2/18/10,2/17/11,Male,32,2,Saloon,,Mercedes,Car Classic
ID_8KPR8H0,9/12/10,9/11/11,Male,41,1,,,,CarSafe
ID_8KS4YIN,10/25/10,10/24/11,Female,44,1,,Grey,TOYOTA,Car Classic
ID_8L06SZ9,5/3/10,4/4/11,Male,52,1,,,Mack,CVTP
ID_8L1TK1G,6/24/10,6/23/11,Male,44,1,JEEP,,TOYOTA,Car Classic
ID_8LBVH4H,2/18/10,2/17/11,Male,33,1,Saloon,As Attached,Honda,Car Classic
ID_8LCL6XC,12/20/10,12/19/11,Female,37,1,Saloon,Black,Honda,Car Classic
ID_8LH63YA,1/21/10,1/20/11,Male,41,2,Saloon,,Honda,Car Classic
ID_8LR0YKQ,1/1/10,12/31/10,NOT STATED,50,1,Saloon,,TOYOTA,CarSafe
ID_8LYQ9Y5,8/28/10,2/25/11,Female,36,1,Saloon,Gold,TOYOTA,Car Classic
ID_8M0PZF5,1/22/10,1/21/11,NOT STATED,44,2,Saloon,Black,TOYOTA,Car Classic
ID_8M3G2A1,1/16/10,1/15/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_8M5LV6R,12/9/10,12/8/11,Male,48,2,,,,CarSafe
ID_8M69SRX,3/7/10,3/2/11,Male,46,1,Saloon,Silver,TOYOTA,Car Classic
ID_8MC3W1M,2/15/10,2/14/11,Male,35,1,Saloon,Blue,TOYOTA,Car Classic
ID_8MCI3WG,12/10/10,12/9/11,Male,42,1,Saloon,Red,TOYOTA,Car Classic
ID_8MGCAJB,8/15/10,8/14/11,Male,1,1,,,,CarSafe
ID_8MNXRC6,12/31/10,12/16/11,Male,36,1,Saloon,Silver,Kia,Car Classic
ID_8MRFLFT,8/28/10,8/26/11,Female,48,1,,,,CarSafe
ID_8MRM9M0,4/18/10,4/17/11,Male,32,4,Saloon,,TOYOTA,CarSafe
ID_8MUZRYW,7/5/10,7/4/11,Male,42,1,Saloon,,TOYOTA,Car Classic
ID_8MW0W78,12/13/10,12/12/11,Female,40,1,,,,CarSafe
ID_8MWF97N,2/5/10,2/4/11,Female,75,1,JEEP,Silver,TOYOTA,Car Classic
ID_8N12S00,10/25/10,1/22/11,NOT STATED,27,2,,,,CarFlex
ID_8N1XV8X,10/19/10,10/3/11,Male,45,1,Saloon,Silver,Hyundai,Car Classic
ID_8N35CR1,4/11/10,3/10/11,Male,28,1,,Silver,TOYOTA,Car Classic
ID_8N8A8BA,1/30/10,1/29/11,Female,50,1,,,TOYOTA,CarSafe
ID_8N8UPU7,4/3/10,4/1/11,Male,41,1,JEEP,,Lexus,Car Plus
ID_8NBQ9TU,12/2/10,12/1/11,Male,46,1,,,,CarSafe
ID_8NCK8VL,10/14/10,4/11/11,Male,36,1,Saloon,Wine,TOYOTA,Car Classic
ID_8NDT33F,4/10/10,4/9/11,Female,34,1,Saloon,Ash,TOYOTA,Car Classic
ID_8NFONPM,10/19/10,1/18/11,Male,36,1,JEEP,Green,TOYOTA,Car Classic
ID_8NKEH20,8/3/10,8/2/11,Female,36,2,Saloon,Black,TOYOTA,Car Classic
ID_8NKXGUO,12/5/10,12/4/11,,41,1,,,,Car Classic
ID_8NM25ED,5/3/10,5/2/11,Male,57,1,Saloon,Grey,TOYOTA,Car Classic
ID_8NYBEFF,5/23/10,5/6/11,Female,44,1,Saloon,Red,TOYOTA,Car Classic
ID_8NZPT90,8/21/10,8/20/11,Male,42,1,,,,CarSafe
ID_8O0RZIL,7/26/10,7/25/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_8O1AGLQ,9/27/10,9/26/11,Female,51,3,Saloon,,TOYOTA,Car Classic
ID_8O5PP14,7/25/10,7/24/11,Male,40,1,Saloon,Ash,TOYOTA,Car Classic
ID_8ODN1D7,12/2/10,12/1/11,Male,30,1,,,,CarSafe
ID_8ODNWAO,1/1/10,12/31/10,Entity,20,3,,As Attached,,Muuve
ID_8OGAXVK,9/26/10,9/12/11,Male,30,1,Saloon,Silver,TOYOTA,Car Classic
ID_8OGG4ON,10/14/10,10/13/11,Male,66,1,,,,CarSafe
ID_8OHIMV4,7/19/10,7/18/11,Female,35,2,Saloon,Black,TOYOTA,Car Classic
ID_8ONPZY8,10/31/10,10/30/11,Female,45,3,,,,Car Classic
ID_8OR24A8,3/1/10,2/12/11,Female,40,2,JEEP,,ACURA,Car Classic
ID_8OTNBK3,1/11/10,1/7/11,Male,44,1,,Red,Land Rover,Car Classic
ID_8OYHXR3,8/29/10,8/28/11,Female,42,1,,,,Car Classic
ID_8OYKWLM,8/8/10,8/7/11,Male,36,1,,,,CarSafe
ID_8P2UGYO,12/31/10,12/30/11,Male,20,1,,,,CarSafe
ID_8P7BZLN,1/8/10,1/7/11,Male,20,1,Saloon,,Lexus,CarSafe
ID_8P9IML9,3/1/10,3/1/11,Male,42,1,Saloon,,TOYOTA,CarSafe
ID_8PDYR2F,7/25/10,7/24/11,Female,52,1,JEEP,Red,Range Rover,Car Classic
ID_8PFMFRZ,7/18/10,7/17/11,Female,36,1,Saloon,Black,TOYOTA,Car Classic
ID_8PKK5LZ,3/15/10,3/14/11,Male,39,1,JEEP,Gold,Lexus,Car Classic
ID_8PQZNNV,8/5/10,8/3/11,Male,46,3,JEEP,Black,Range Rover,Car Classic
ID_8PSZW1A,7/1/10,2/3/11,Male,28,1,Saloon,Green,Kia,Car Classic
ID_8PXMQ9S,12/23/10,12/22/11,Male,40,1,,,,CarSafe
ID_8Q2HO3L,2/16/10,2/15/11,Male,50,1,Saloon,,Nissan,CarSafe
ID_8Q2MALN,11/4/10,11/3/11,Male,52,1,,,,Car Classic
ID_8QCL9XQ,5/21/10,5/26/11,Male,40,1,Saloon,White,Mercedes,Car Classic
ID_8QJP9GY,7/25/10,7/24/11,Female,31,1,JEEP,As Attached,Hyundai,Car Classic
ID_8QL5ZK8,10/28/10,10/26/11,Male,59,1,,,,CarSafe
ID_8QWAFLH,11/5/10,11/4/11,NOT STATED,6,1,,,,Car Classic
ID_8QWYG7J,10/30/10,10/28/11,Female,64,1,JEEP,,Lexus,Car Classic
ID_8R0YTHU,9/9/10,4/29/11,Male,45,2,Shape Of Vehicle Chasis,Blue,Mercedes,Car Classic
ID_8R6HY2Y,10/16/10,10/15/11,Female,36,1,,,,Car Classic
ID_8R7XBSK,8/1/10,7/31/11,Male,49,1,Saloon,,TOYOTA,CarSafe
ID_8R89BRN,6/14/10,6/13/11,Female,39,1,Saloon,Blue,Honda,Car Classic
ID_8R9DSOO,7/22/10,7/17/11,Male,34,1,Saloon,White,TOYOTA,Car Classic
ID_8RCFHCI,1/16/10,1/15/11,Male,49,1,Saloon,,TOYOTA,CarSafe
ID_8RS19AU,11/1/10,5/11/11,Male,33,2,,,,Car Classic
ID_8RS8QMD,3/25/10,3/23/11,Male,44,1,Saloon,Black,Honda,Car Classic
ID_8RWJ3RR,10/31/10,10/30/11,Male,41,1,Saloon,,Honda,Car Classic
ID_8RYTMSJ,6/11/10,2/22/11,Joint Gender,38,1,,,Lexus,Car Classic
ID_8S3FYLC,9/14/10,9/12/11,Male,45,1,,,,CarSafe
ID_8SAC70U,5/21/10,5/20/11,Male,36,1,Saloon,Black,Honda,Car Classic
ID_8SBIZUT,4/27/10,4/12/11,Male,34,1,Saloon,Grey,TOYOTA,Car Classic
ID_8SBNGBS,7/5/10,7/4/11,Male,68,1,Saloon,,Peugeot,CarSafe
ID_8SHAWT8,8/19/10,8/16/11,Male,38,1,,,,Car Classic
ID_8SIFGEF,1/21/10,1/20/11,Joint Gender,73,1,Saloon,White,TOYOTA,Car Classic
ID_8SJ5TBV,10/31/10,10/30/11,Male,51,4,,,Range Rover,Car Classic
ID_8SXXDKP,3/4/10,3/2/11,Male,56,1,JEEP,Black,Honda,Car Classic
ID_8SZIJ2I,5/21/10,5/20/11,Female,36,1,Saloon,,Honda,CarSafe
ID_8T0JBXM,10/23/10,10/22/11,Female,32,1,,,,CarSafe
ID_8T1IXLU,4/30/10,4/28/11,Male,36,2,Saloon,,Hyundai,Car Classic
ID_8T2HPD7,6/6/10,6/5/11,Female,38,1,Saloon,Silver,TOYOTA,Car Classic
ID_8T4AN71,4/17/10,4/16/11,Entity,34,2,Saloon,White,Kia,Car Classic
ID_8T5HOFH,2/28/10,2/28/11,Female,37,1,,White,Ford,CVTP
ID_8T7EEFU,12/19/10,12/18/11,Entity,20,1,,,Ford,Car Plus
ID_8TBTGR0,4/2/10,4/1/11,Male,55,1,Saloon,,TOYOTA,CarSafe
ID_8TI40H8,3/12/10,3/11/11,Male,1,1,Saloon,,Lexus,CarSafe
ID_8TMU89V,5/6/10,5/5/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_8TPO8TN,8/2/10,8/1/11,Female,40,1,Saloon,,TOYOTA,CarSafe
ID_8TQVTBO,3/2/10,3/1/11,Male,54,1,JEEP,Black,TOYOTA,Car Classic
ID_8TZBSAN,11/7/10,11/6/11,Male,47,3,JEEP,,TOYOTA,Car Classic
ID_8U3XAIT,8/30/10,8/28/11,Male,45,3,JEEP,As Attached,Lexus,Car Classic
ID_8UAW1N2,4/17/10,4/16/11,Female,38,1,JEEP,,Pontiac,Car Classic
ID_8UBZLDM,1/7/10,1/6/11,Male,20,1,Saloon,,TOYOTA,CarSafe
ID_8UFC1S7,6/19/10,6/17/11,Male,42,1,JEEP,,ACURA,CarSafe
ID_8UJJQ18,1/17/10,1/16/11,Male,51,2,JEEP,Black,TOYOTA,Car Classic
ID_8UPDF2V,4/27/10,4/26/11,Male,67,2,Saloon,,TOYOTA,Car Classic
ID_8UQ7E0K,11/3/10,11/2/11,Female,45,2,JEEP,,TOYOTA,Car Classic
ID_8UREJW2,2/14/10,2/13/11,,27,1,,Brown,TOYOTA,Car Classic
ID_8V9WEMR,10/28/10,10/27/11,Male,44,1,,,,CarSafe
ID_8VB0OYS,11/19/10,11/18/11,Female,1,2,,,,CarSafe
ID_8VE9IQF,2/9/10,2/8/11,Male,68,1,,,TOYOTA,Car Classic
ID_8VGEXHV,11/8/10,11/7/11,Female,35,1,,,,Car Classic
ID_8VH4GWS,2/15/10,12/31/10,Entity,20,3,,,,CVTP
ID_8VIXLM4,1/20/10,1/19/11,Male,57,1,Saloon,,TOYOTA,CarSafe
ID_8VLIK66,3/27/10,3/26/11,Male,36,1,Saloon,Grey,TOYOTA,Car Classic
ID_8VNTR1A,12/27/10,12/26/11,Joint Gender,45,1,,,,CarSafe
ID_8VPMPEJ,7/25/10,7/24/11,Female,31,1,,As Attached,Hyundai,Car Classic
ID_8W1UHCI,7/26/10,7/25/11,Male,40,1,Saloon,Blue,TOYOTA,Car Classic
ID_8W484FG,6/28/10,6/27/11,Entity,8,2,Saloon,Black,Hyundai,Car Classic
ID_8W6IETA,5/8/10,5/7/11,Female,55,1,Saloon,Black,Lexus,Car Classic
ID_8W8D58A,2/14/10,2/10/11,Female,6,1,JEEP,Black,TOYOTA,Car Classic
ID_8W9YVO5,2/22/10,2/21/11,Male,31,1,Saloon,Grey,Lexus,Car Plus
ID_8WB0Z9V,9/17/10,9/16/11,Female,66,1,JEEP,Black,Range Rover,Customized Motor
ID_8WDRTFV,1/29/10,1/28/11,Entity,33,1,JEEP,Black,Ford,Car Classic
ID_8WGWVWM,5/28/10,5/27/11,Male,46,3,JEEP,,ACURA,Car Plus
ID_8WHV7CI,3/29/10,3/28/11,Male,36,1,Saloon,Grey,TOYOTA,Car Classic
ID_8WKLKXU,5/30/10,5/29/11,Male,45,1,Saloon,,Nissan,CarSafe
ID_8WOL77Y,6/11/10,3/9/11,Female,33,1,Saloon,,Mercedes,Car Classic
ID_8WV3GXH,1/30/10,1/29/11,Female,53,1,JEEP,Black,Lexus,Car Classic
ID_8WYWO0A,1/24/10,1/23/11,Male,43,1,Saloon,,TOYOTA,CarSafe
ID_8X5G0F5,3/4/10,3/3/11,NOT STATED,40,1,Saloon,,TOYOTA,CarSafe
ID_8XR0WII,1/24/10,1/23/11,Female,46,1,Saloon,,Peugeot,CarSafe
ID_8XSRD2X,3/8/10,3/6/11,Female,20,3,JEEP,,TOYOTA,Customized Motor
ID_8XWIYLF,2/8/10,2/5/11,Male,35,1,JEEP,Black,Lexus,Car Classic
ID_8XYQACH,5/3/10,5/2/11,Male,43,1,Saloon,,Honda,CarSafe
ID_8Y21O2N,4/12/10,4/11/11,Female,33,1,,,TOYOTA,Car Classic
ID_8Y46RI7,6/12/10,6/10/11,Female,35,1,JEEP,,Ford,CarSafe
ID_8Y59EYT,11/27/10,11/26/11,Male,54,1,JEEP,Red,TOYOTA,Car Classic
ID_8Y8RC6B,4/8/10,4/6/11,Male,30,1,Saloon,,TOYOTA,Car Plus
ID_8YGZKPI,2/22/10,2/21/11,NOT STATED,29,1,Saloon,,Ford,CarSafe
ID_8YHV0PR,7/24/10,4/22/11,Male,35,1,Saloon,Blue,TOYOTA,Car Classic
ID_8YIKMNA,9/25/10,9/24/11,Male,33,1,,,,CarSafe
ID_8YKO5TA,12/19/10,12/18/11,Male,51,1,,,,CarSafe
ID_8YKRWXU,3/12/10,3/11/11,Female,49,1,JEEP,,Ford,Car Classic
ID_8YN6M13,3/7/10,3/6/11,Male,37,1,Saloon,,TOYOTA,CarSafe
ID_8YSCI3U,2/12/10,1/23/11,Male,41,1,Saloon,Black,TOYOTA,Car Classic
ID_8YURAC5,4/15/10,4/14/11,Female,37,1,Saloon,Black,Mercedes,Car Classic
ID_8Z1FRPJ,8/15/10,8/14/11,Male,42,1,JEEP,Blue,TOYOTA,Car Classic
ID_8Z2OZWK,1/24/10,1/23/11,Female,40,1,Saloon,,Lexus,CarSafe
ID_8Z7UWQK,12/11/10,12/10/11,Male,41,1,,,,CarSafe
ID_8ZAANL5,8/13/10,7/29/11,Male,42,1,Truck,Yellow,Iveco,CVTP
ID_8ZGNO8D,4/6/10,4/5/11,Male,40,1,,,TOYOTA,CarSafe
ID_8ZHI215,3/29/10,3/9/11,Male,35,1,Saloon,,Lexus,Car Classic
ID_8ZP5XXE,5/27/10,5/26/11,Male,44,2,Saloon,,TOYOTA,CarSafe
ID_8ZR0L5W,1/10/10,1/9/11,Female,43,1,Saloon,,Kia,Car Classic
ID_8ZXG3ZA,4/4/10,4/3/11,Female,42,1,Saloon,Black,Volvo,Car Classic
ID_8ZZI13J,4/17/10,4/16/11,Male,50,1,,Silver,TOYOTA,Car Classic
ID_9017D18,8/27/10,8/26/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_904ZKB9,6/20/10,6/18/11,Female,58,1,Saloon,,TOYOTA,CarSafe
ID_906OLD6,6/26/10,6/25/11,Female,37,1,Saloon,,Nissan,CarSafe
ID_90B5T1C,5/3/10,5/2/11,Male,38,1,Saloon,Blue,TOYOTA,Car Classic
ID_90CA0M8,8/5/10,8/4/11,Male,12,2,JEEP,White,Lexus,Car Classic
ID_90G45CQ,2/21/10,2/20/11,Male,30,1,Saloon,Silver,TOYOTA,Car Classic
ID_90KPA2B,12/28/10,12/27/11,Male,71,2,Saloon,,TOYOTA,CarSafe
ID_90L95UY,7/4/10,7/3/11,Male,55,1,Saloon,,Nissan,CarSafe
ID_90PH3EE,8/28/10,8/27/11,Male,36,1,Saloon,Silver,TOYOTA,Car Classic
ID_90PJI5T,7/30/10,7/29/11,Male,47,1,Saloon,,Hyundai,CarSafe
ID_90RSRYJ,7/9/10,7/8/11,Male,21,1,Saloon,,TOYOTA,CarSafe
ID_90UZRNP,11/8/10,11/6/11,Male,52,3,,,TOYOTA,CVTP
ID_90VXWYJ,10/17/10,10/16/11,Female,30,1,Saloon,Black,Kia,Car Classic
ID_90X8T4G,4/5/10,4/4/11,Female,41,2,JEEP,Grey,TOYOTA,Car Classic
ID_913PARN,11/14/10,11/13/11,Male,30,1,,,,CarSafe
ID_915PKDO,9/20/10,9/19/11,Male,41,1,,,,Car Classic
ID_916PMNW,7/31/10,7/30/11,Male,12,2,,Black,TOYOTA,Customized Motor
ID_916T81B,9/13/10,6/29/11,Male,39,3,Saloon,,TOYOTA,Car Classic
ID_919NGBZ,8/16/10,8/15/11,Male,46,1,,,,Car Classic
ID_91PMGXU,8/27/10,8/25/11,Female,31,1,JEEP,Silver,Nissan,Car Classic
ID_91SQYM4,4/5/10,4/4/11,Female,40,1,Saloon,,TOYOTA,CarSafe
ID_91UZM49,9/9/10,5/18/11,Male,36,1,Saloon,Wine,TOYOTA,Car Classic
ID_91WIK4H,4/27/10,4/25/11,Male,30,1,Saloon,,Honda,CarSafe
ID_921KAMA,4/27/10,4/26/11,Male,62,3,,,TOYOTA,CVTP
ID_922H5C2,7/12/10,7/10/11,Male,36,1,Saloon,,TOYOTA,CarSafe
ID_924W4TM,8/10/10,8/9/11,Female,46,1,Saloon,,TOYOTA,CarSafe
ID_92691ZV,6/25/10,6/24/11,Male,38,1,Saloon,Grey,TOYOTA,Car Classic
ID_92D1DS1,6/29/10,6/28/11,Male,35,1,Saloon,Black,Honda,Car Classic
ID_92E047F,6/21/10,6/20/11,Male,41,1,Saloon,,TOYOTA,CarSafe
ID_92F6RVP,12/7/10,12/6/11,Female,33,1,Saloon,Black,TOYOTA,Car Classic
ID_92IW4CE,2/20/10,2/19/11,Male,1,1,Saloon,,Honda,CarSafe
ID_92J8CGL,11/8/10,11/7/11,Male,40,1,,,,CarSafe
ID_92LKDFP,9/26/10,9/1/11,Male,42,1,JEEP,Orange,TOYOTA,Car Classic
ID_92NQ0EE,2/15/10,2/14/11,Male,41,1,Saloon,,TOYOTA,CarSafe
ID_92V8849,2/18/10,2/17/11,Male,49,1,JEEP,Black,Land Rover,Car Classic
ID_92VFXVS,1/23/10,1/22/11,Male,32,1,Saloon,,TOYOTA,Car Classic
ID_92WZ1L3,11/21/10,11/20/11,Male,53,1,Saloon,,TOYOTA,CarSafe
ID_92ZE0GM,1/4/10,1/3/11,Joint Gender,42,1,Saloon,,Kia,CarSafe
ID_930J7K8,9/4/10,9/3/11,Female,54,1,JEEP,,Hyundai,CarSafe
ID_93BVKPZ,8/21/10,8/20/11,Female,50,2,JEEP,,Lexus,Customized Motor
ID_93C2L3T,1/15/10,1/14/11,Female,32,1,Saloon,Black,Hyundai,Car Classic
ID_93PH97S,4/24/10,4/23/11,Male,43,2,,,TOYOTA,Car Classic
ID_93UB7LI,1/7/10,1/6/11,Male,46,1,Saloon,,TOYOTA,CarSafe
ID_93W2SR6,3/15/10,3/6/11,Male,27,2,Saloon,Black,Lexus,Car Classic
ID_93XUPM5,11/28/10,11/27/11,Male,42,1,,,,CarSafe
ID_9433J5G,11/18/10,11/17/11,Male,49,2,,Black,TOYOTA,Car Classic
ID_94465YV,1/2/10,1/1/11,Female,34,1,Saloon,,TOYOTA,Car Classic
ID_9451W4P,11/5/10,5/4/11,Male,27,1,,,,Car Classic
ID_946WUKG,7/1/10,2/27/11,Male,37,2,Saloon,,TOYOTA,Car Classic
ID_947A7JL,2/12/10,2/11/11,Male,32,1,Saloon,As Attached,TOYOTA,Car Classic
ID_94BUCGC,8/26/10,8/25/11,Male,35,1,,Black,Honda,Car Classic
ID_94II5Y4,6/21/10,3/28/11,Female,38,1,JEEP,Black,Honda,Car Classic
ID_94MZ8I4,2/15/10,2/14/11,Male,40,1,Saloon,,Honda,CarSafe
ID_94R96E8,10/2/10,3/15/11,Male,69,1,,,,Car Classic
ID_94RVPE9,11/26/10,7/30/11,Male,27,1,,,,Car Classic
ID_94UAPDL,6/13/10,3/15/11,Male,34,1,Saloon,Black,Honda,Car Classic
ID_94ZEH05,11/7/10,11/6/11,Male,59,2,,Black,Ford,Car Classic
ID_954O8WQ,10/4/10,10/3/11,Male,40,1,,,,CarSafe
ID_95C9BTO,6/28/10,6/27/11,Male,55,3,JEEP,Black,Kia,Car Classic
ID_95EB4F5,7/6/10,7/5/11,Male,31,1,Saloon,,TOYOTA,CarFlex
ID_95FIJ5I,6/1/10,5/31/11,Entity,93,7,,As Attached,Honda,CarSafe
ID_95OZ1H7,6/27/10,6/26/11,Male,66,1,Saloon,,TOYOTA,CarSafe
ID_95QISIE,8/9/10,8/8/11,Male,33,1,,,,CarSafe
ID_95WN3ZP,3/28/10,3/27/11,Male,42,1,,White,Iveco,CVTP
ID_9627CPP,9/11/10,9/10/11,Female,30,1,Saloon,Red,Hyundai,Car Classic
ID_9629C49,8/23/10,8/22/11,Female,40,1,,,,CarSafe
ID_964HV59,7/5/10,7/4/11,Male,41,1,JEEP,Grey,Mercedes,Car Classic
ID_96ARJXT,8/8/10,8/7/11,NOT STATED,40,1,,,,CarSafe
ID_96CGILI,5/8/10,4/11/11,Female,40,1,Saloon,Black,Honda,Car Classic
ID_96DP70R,11/1/10,10/31/11,Female,40,2,,,,Car Classic
ID_96KANVR,1/14/10,1/13/11,Male,51,1,Saloon,,TOYOTA,CarSafe
ID_96KPTZE,5/9/10,5/8/11,Male,41,1,Sedan,Green,TOYOTA,Car Classic
ID_96L87ZB,1/30/10,1/29/11,Male,39,1,Saloon,Silver,TOYOTA,Car Classic
ID_96MK7PE,7/17/10,7/16/11,Male,31,1,Saloon,,TOYOTA,Car Classic
